team,players_used,avg_age,possession,games_played,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_attempted,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Napoli,30,27.1,,38,418,3420,38.0,76,51,127,69,7,9,79,0.0,2.0,1.34,3.34,1.82,3.16,,456.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Parma,30,29.5,,38,418,3420,38.0,56,38,94,53,3,6,103,0.0,1.47,1.0,2.47,1.39,2.39,,588.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Roma,29,27.5,,38,417,3420,38.0,70,51,121,64,6,6,87,0.0,1.84,1.34,3.18,1.68,3.03,,473.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Sampdoria,33,25.3,,38,418,3420,38.0,46,29,75,42,4,5,110,0.0,1.21,0.76,1.97,1.11,1.87,,644.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Sassuolo,38,26.5,,38,418,3420,38.0,43,25,68,36,7,8,101,0.0,1.13,0.66,1.79,0.95,1.61,,594.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Torino,26,27.1,,38,418,3420,38.0,57,35,92,52,5,8,94,0.0,1.5,0.92,2.42,1.37,2.29,,471.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Udinese,27,25.8,,38,418,3420,38.0,45,25,70,39,6,8,85,0.0,1.18,0.66,1.84,1.03,1.68,,502.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Ajaccio,29,28.2,,38,418,3420,38.0,31,20,51,29,2,2,79,6.0,0.82,0.53,1.34,0.76,1.29,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Auxerre,23,25.7,,38,420,3420,38.0,58,35,93,57,1,1,43,1.0,1.53,0.92,2.45,1.5,2.42,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Bastia,25,26.0,,38,420,3420,38.0,32,16,48,29,3,3,95,6.0,0.84,0.42,1.26,0.76,1.18,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Bordeaux,30,24.7,,38,418,3420,38.0,38,28,66,36,2,3,80,7.0,1.0,0.74,1.74,0.95,1.68,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Guingamp,29,27.9,,38,418,3420,38.0,34,17,51,33,1,1,75,2.0,0.89,0.45,1.34,0.87,1.32,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Le Mans,25,26.3,,38,418,3420,38.0,33,23,56,32,1,2,66,3.0,0.87,0.61,1.47,0.84,1.45,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Lens,28,25.4,,38,417,3420,38.0,34,23,57,33,1,1,80,13.0,0.89,0.61,1.5,0.87,1.47,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Lille,29,25.0,,38,418,3420,38.0,40,27,67,37,3,3,73,4.0,1.05,0.71,1.76,0.97,1.68,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Lyon,24,26.0,,38,417,3420,38.0,59,41,100,57,2,2,53,5.0,1.55,1.08,2.63,1.5,2.58,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Marseille,36,25.7,,38,418,3420,38.0,50,24,74,46,4,5,72,5.0,1.32,0.63,1.95,1.21,1.84,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Metz,29,23.1,,38,419,3420,38.0,32,20,52,29,3,3,62,4.0,0.84,0.53,1.37,0.76,1.29,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Monaco,27,25.4,,38,417,3420,38.0,58,39,97,56,2,2,64,2.0,1.53,1.03,2.55,1.47,2.5,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Montpellier,31,24.3,,38,418,3420,38.0,40,25,65,33,7,9,88,7.0,1.05,0.66,1.71,0.87,1.53,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Nantes,28,24.8,,38,418,3420,38.0,47,30,77,46,1,2,73,6.0,1.24,0.79,2.03,1.21,2.0,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Nice,27,27.2,,38,418,3420,38.0,41,26,67,39,2,2,83,5.0,1.08,0.68,1.76,1.03,1.71,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Paris S-G,26,26.0,,38,418,3420,38.0,47,30,77,44,3,5,84,5.0,1.24,0.79,2.03,1.16,1.95,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Rennes,28,24.4,,38,413,3420,38.0,54,30,84,53,1,2,75,6.0,1.42,0.79,2.21,1.39,2.18,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Sochaux,24,25.6,,38,418,3420,38.0,50,33,83,47,3,5,62,4.0,1.32,0.87,2.18,1.24,2.11,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Strasbourg,28,25.6,,38,418,3420,38.0,41,22,63,36,5,4,65,6.0,1.08,0.58,1.66,0.95,1.53,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Toulouse,25,24.6,,38,418,3420,38.0,31,17,48,28,3,4,91,3.0,0.82,0.45,1.26,0.74,1.18,,,,,,,,,,,2003-2004,Ligue-1,,,,,,,,,,,,,,,
Arsenal,29,25.8,53.8,38,418,3420,38.0,56,35,91,53,3,3,88,5.0,1.47,0.92,2.39,1.39,2.32,1.0,421.0,437.0,73.0,699.0,351.0,336.0,2.0,8.0,0.0,2019-2020,Premier-League,47.0,44.6,31.4,76.1,815.0,1641.0,1.24,0.83,2.06,1.17,2.0,1861.0,501.0,589.0,46.0
Aston Villa,28,25.7,44.1,38,418,3420,38.0,40,32,72,39,1,3,70,1.0,1.05,0.84,1.89,1.03,1.87,1.0,451.0,525.0,62.0,798.0,423.0,291.0,2.0,6.0,1.0,2019-2020,Premier-League,44.3,41.8,34.2,76.0,639.0,1247.0,1.16,0.9,2.06,1.1,2.0,1900.0,705.0,742.0,48.7
Bournemouth,27,25.2,44.1,38,418,3420,38.0,38,24,62,34,4,4,78,3.0,1.0,0.63,1.63,0.89,1.53,2.0,369.0,388.0,67.0,646.0,475.0,299.0,2.0,6.0,0.0,2019-2020,Premier-League,44.8,41.7,30.6,72.3,601.0,1256.0,1.18,0.8,1.98,1.1,1.9,1979.0,792.0,835.0,48.7
Brighton,25,26.4,52.2,38,418,3420,38.0,35,24,59,34,1,2,59,2.0,0.92,0.63,1.55,0.89,1.53,1.0,386.0,325.0,71.0,689.0,419.0,379.0,2.0,2.0,2.0,2019-2020,Premier-League,45.4,43.8,31.6,75.4,669.0,1675.0,1.2,0.83,2.03,1.15,1.99,2065.0,690.0,577.0,54.5
Burnley,22,28.0,41.9,38,418,3420,38.0,41,30,71,38,3,3,67,0.0,1.08,0.79,1.87,1.0,1.79,0.0,412.0,369.0,89.0,743.0,387.0,344.0,1.0,5.0,1.0,2019-2020,Premier-League,47.4,45.3,32.4,77.7,437.0,890.0,1.25,0.85,2.1,1.19,2.04,1860.0,937.0,917.0,50.5
Chelsea,27,25.5,60.4,38,418,3420,38.0,69,46,115,62,7,7,60,0.0,1.82,1.21,3.03,1.63,2.84,0.0,386.0,384.0,63.0,862.0,459.0,362.0,6.0,2.0,3.0,2019-2020,Premier-League,69.2,64.4,46.7,111.1,983.0,1897.0,1.82,1.23,3.05,1.7,2.92,2210.0,703.0,701.0,50.1
Crystal Palace,25,29.4,44.8,38,418,3420,38.0,29,20,49,26,3,3,62,2.0,0.76,0.53,1.29,0.68,1.21,0.0,424.0,479.0,53.0,588.0,444.0,390.0,2.0,1.0,2.0,2019-2020,Premier-League,35.8,33.6,26.0,59.5,596.0,1223.0,0.94,0.68,1.63,0.88,1.57,1915.0,771.0,776.0,49.8
Everton,24,25.5,49.0,38,418,3420,38.0,42,32,74,41,1,1,76,3.0,1.11,0.84,1.95,1.08,1.92,3.0,472.0,394.0,58.0,804.0,408.0,408.0,0.0,4.0,3.0,2019-2020,Premier-League,50.8,50.0,38.1,88.1,623.0,1430.0,1.34,1.0,2.34,1.32,2.32,1966.0,860.0,835.0,50.7
Leicester City,24,26.1,57.1,38,418,3420,38.0,65,48,113,60,5,7,43,3.0,1.71,1.26,2.97,1.58,2.84,1.0,418.0,444.0,64.0,779.0,423.0,432.0,6.0,10.0,2.0,2019-2020,Premier-League,62.2,56.7,44.9,101.6,739.0,1612.0,1.64,1.18,2.82,1.49,2.67,2104.0,659.0,674.0,49.4
Liverpool,24,26.6,62.9,38,418,3420,38.0,83,69,152,78,5,5,38,1.0,2.18,1.82,4.0,2.05,3.87,0.0,331.0,293.0,53.0,896.0,352.0,325.0,4.0,1.0,1.0,2019-2020,Premier-League,68.9,65.0,53.0,118.0,967.0,1941.0,1.81,1.39,3.21,1.71,3.1,2194.0,655.0,588.0,52.7
Manchester City,24,26.9,66.2,38,418,3420,38.0,100,69,169,94,6,11,64,4.0,2.63,1.82,4.45,2.47,4.29,2.0,362.0,296.0,68.0,915.0,352.0,301.0,10.0,3.0,1.0,2019-2020,Premier-League,92.0,83.6,68.4,152.0,1199.0,2460.0,2.42,1.8,4.22,2.2,4.0,1959.0,515.0,498.0,50.8
Manchester Utd,29,24.8,55.8,38,418,3420,38.0,65,43,108,55,10,14,73,0.0,1.71,1.13,2.84,1.45,2.58,0.0,423.0,427.0,56.0,635.0,379.0,333.0,12.0,3.0,1.0,2019-2020,Premier-League,62.2,51.2,38.5,89.7,926.0,1788.0,1.64,1.01,2.65,1.35,2.36,2084.0,557.0,512.0,52.1
Newcastle Utd,28,26.5,39.0,38,418,3420,38.0,38,29,67,38,0,1,66,3.0,1.0,0.76,1.76,1.0,1.76,0.0,370.0,423.0,75.0,591.0,391.0,357.0,0.0,2.0,2.0,2019-2020,Premier-League,35.5,34.8,26.9,61.7,537.0,844.0,0.94,0.71,1.64,0.91,1.62,1871.0,733.0,781.0,48.4
Norwich City,30,26.0,49.3,38,418,3420,38.0,25,18,43,23,2,2,68,3.0,0.66,0.47,1.13,0.61,1.08,0.0,363.0,430.0,50.0,473.0,397.0,379.0,1.0,7.0,3.0,2019-2020,Premier-League,37.0,35.4,27.4,62.8,673.0,1169.0,0.97,0.72,1.69,0.93,1.65,1989.0,518.0,673.0,43.5
Sheffield Utd,26,26.9,43.1,38,418,3420,38.0,36,25,61,35,1,1,63,2.0,0.95,0.66,1.61,0.92,1.58,1.0,412.0,306.0,78.0,866.0,420.0,377.0,1.0,3.0,0.0,2019-2020,Premier-League,43.0,42.2,34.0,76.3,493.0,1352.0,1.13,0.9,2.03,1.11,2.01,2041.0,946.0,886.0,51.6
Southampton,25,25.9,48.9,38,418,3420,38.0,51,32,83,49,2,5,55,4.0,1.34,0.84,2.18,1.29,2.13,1.0,450.0,388.0,58.0,690.0,425.0,416.0,4.0,4.0,1.0,2019-2020,Premier-League,56.1,52.1,36.4,88.5,628.0,1335.0,1.48,0.96,2.43,1.37,2.33,2150.0,810.0,878.0,48.0
Tottenham,29,26.7,52.0,38,418,3420,38.0,56,39,95,53,3,4,84,3.0,1.47,1.03,2.5,1.39,2.42,1.0,423.0,424.0,66.0,641.0,381.0,415.0,4.0,7.0,2.0,2019-2020,Premier-League,47.9,44.7,32.6,77.3,768.0,1410.0,1.26,0.86,2.12,1.18,2.03,2022.0,642.0,671.0,48.9
Watford,26,28.9,42.9,38,418,3420,38.0,35,21,56,28,7,8,80,3.0,0.92,0.55,1.47,0.74,1.29,2.0,481.0,342.0,68.0,684.0,424.0,369.0,7.0,9.0,3.0,2019-2020,Premier-League,48.9,42.6,31.4,74.0,578.0,1168.0,1.29,0.83,2.11,1.12,1.95,1996.0,823.0,802.0,50.6
West Ham,29,27.4,44.1,38,418,3420,38.0,49,36,85,45,4,4,64,1.0,1.29,0.95,2.24,1.18,2.13,1.0,387.0,345.0,66.0,737.0,421.0,417.0,3.0,6.0,3.0,2019-2020,Premier-League,48.6,45.4,36.7,82.2,667.0,1377.0,1.28,0.97,2.24,1.2,2.16,2052.0,855.0,801.0,51.6
Wolves,21,26.6,48.3,38,418,3420,38.0,49,34,83,45,4,4,61,2.0,1.29,0.89,2.18,1.18,2.08,2.0,407.0,360.0,49.0,718.0,437.0,367.0,4.0,3.0,1.0,2019-2020,Premier-League,54.1,51.0,37.5,88.5,858.0,1338.0,1.42,0.99,2.41,1.34,2.33,2113.0,775.0,711.0,52.2
Atalanta,28,27.2,,34,380,3060,34.0,34,24,58,31,3,3,69,4.0,1.0,0.71,1.71,0.91,1.62,,679.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Bologna,23,28.8,,34,374,3060,34.0,39,21,60,31,8,8,72,3.0,1.15,0.62,1.76,0.91,1.53,,749.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Brescia,26,26.5,,34,376,3060,34.0,35,23,58,29,6,9,73,6.0,1.03,0.68,1.71,0.85,1.53,,820.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Chievo,27,27.3,,34,367,3060,34.0,51,35,86,46,5,5,79,4.0,1.5,1.03,2.53,1.35,2.38,,701.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Como,30,28.6,,34,362,3060,34.0,27,18,45,26,1,3,64,2.0,0.79,0.53,1.32,0.76,1.29,,734.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Empoli,23,26.0,,34,374,3060,34.0,35,26,61,34,1,1,66,1.0,1.03,0.76,1.79,1.0,1.76,,660.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Inter,30,27.5,,34,374,3060,34.0,63,41,104,59,4,4,61,7.0,1.85,1.21,3.06,1.74,2.94,,684.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Juventus,26,28.1,,34,363,3060,34.0,58,46,104,49,9,10,40,3.0,1.71,1.35,3.06,1.44,2.79,,649.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Lazio,26,28.8,,34,381,3060,34.0,57,44,101,51,6,8,58,3.0,1.68,1.29,2.97,1.5,2.79,,729.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Milan,35,27.8,,34,364,3060,34.0,52,35,87,42,10,14,46,2.0,1.53,1.03,2.56,1.24,2.26,,625.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Modena,24,28.3,,34,379,3060,34.0,30,23,53,26,4,5,80,5.0,0.88,0.68,1.56,0.76,1.44,,743.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Parma,22,24.9,,34,366,3060,34.0,54,32,86,50,4,4,55,3.0,1.59,0.94,2.53,1.47,2.41,,809.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Perugia,26,26.7,,34,376,3060,34.0,40,24,64,35,5,6,81,3.0,1.18,0.71,1.88,1.03,1.74,,687.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Piacenza,31,28.0,,34,364,3060,34.0,44,28,72,42,2,5,66,3.0,1.29,0.82,2.12,1.24,2.06,,686.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Reggina,25,25.8,,34,376,3060,34.0,38,22,60,31,7,8,59,2.0,1.12,0.65,1.76,0.91,1.56,,724.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Roma,29,27.8,,34,372,3060,34.0,53,38,91,50,3,5,71,9.0,1.56,1.12,2.68,1.47,2.59,,846.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Torino,30,27.2,,34,361,3060,34.0,20,12,32,18,2,3,66,8.0,0.59,0.35,0.94,0.53,0.88,,697.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Udinese,24,25.9,,34,364,3060,34.0,36,22,58,29,7,8,66,7.0,1.06,0.65,1.71,0.85,1.5,,719.0,,,,,,,,,2002-2003,Serie-A,,,,,,,,,,,,,,,
Atalanta,32,27.1,55.3,38,418,3420,38.0,76,54,130,71,5,7,67,1.0,2.0,1.42,3.42,1.87,3.29,1.0,435.0,393.0,54.0,778.0,296.0,347.0,5.0,2.0,2.0,2024-2025,Serie-A,65.0,59.5,46.9,106.4,897.0,1824.0,1.71,1.23,2.94,1.57,2.8,1732.0,585.0,490.0,54.4
Bologna,30,26.4,58.1,38,418,3420,38.0,56,43,99,50,6,7,61,4.0,1.47,1.13,2.61,1.32,2.45,1.0,537.0,604.0,63.0,756.0,258.0,346.0,6.0,3.0,2.0,2024-2025,Serie-A,49.3,43.8,35.2,79.0,639.0,1468.0,1.3,0.93,2.22,1.15,2.08,1516.0,579.0,616.0,48.5
Cagliari,28,26.6,44.9,38,418,3420,38.0,38,31,69,35,3,3,68,3.0,1.0,0.82,1.82,0.92,1.74,3.0,500.0,397.0,65.0,758.0,276.0,303.0,2.0,6.0,0.0,2024-2025,Serie-A,42.7,40.3,32.0,72.4,506.0,1150.0,1.12,0.84,1.97,1.06,1.9,1522.0,606.0,600.0,50.2
Como,38,26.3,54.6,38,418,3420,38.0,44,39,83,44,0,2,87,7.0,1.16,1.03,2.18,1.16,2.18,3.0,503.0,518.0,65.0,568.0,279.0,412.0,1.0,7.0,0.0,2024-2025,Serie-A,45.4,43.9,36.6,80.5,658.0,1377.0,1.2,0.96,2.16,1.16,2.12,1547.0,472.0,487.0,49.2
Empoli,34,25.4,41.7,38,418,3420,38.0,31,21,52,29,2,3,68,5.0,0.82,0.55,1.37,0.76,1.32,2.0,570.0,459.0,57.0,620.0,323.0,396.0,3.0,3.0,1.0,2024-2025,Serie-A,32.5,30.1,22.9,53.1,428.0,1013.0,0.86,0.6,1.46,0.79,1.4,1480.0,577.0,710.0,44.8
Fiorentina,34,26.3,51.0,38,418,3420,38.0,58,39,97,52,6,8,82,3.0,1.53,1.03,2.55,1.37,2.39,2.0,440.0,550.0,88.0,588.0,275.0,313.0,6.0,3.0,1.0,2024-2025,Serie-A,48.9,42.6,35.1,77.7,620.0,1240.0,1.29,0.92,2.21,1.12,2.04,1436.0,508.0,487.0,51.1
Genoa,37,26.2,45.6,38,418,3420,38.0,35,27,62,35,0,2,71,1.0,0.92,0.71,1.63,0.92,1.63,0.0,497.0,448.0,55.0,663.0,308.0,385.0,1.0,8.0,3.0,2024-2025,Serie-A,37.2,35.5,26.8,62.3,470.0,980.0,0.98,0.71,1.68,0.93,1.64,1481.0,666.0,696.0,48.9
Hellas Verona,32,25.1,38.7,38,418,3420,38.0,31,20,51,29,2,2,98,9.0,0.82,0.53,1.34,0.76,1.29,5.0,579.0,352.0,55.0,562.0,329.0,434.0,1.0,4.0,1.0,2024-2025,Serie-A,33.8,32.3,24.8,57.1,449.0,1011.0,0.89,0.65,1.54,0.85,1.5,1427.0,671.0,699.0,49.0
Inter,26,29.4,59.4,38,418,3420,38.0,76,57,133,68,8,9,56,1.0,2.0,1.5,3.5,1.79,3.29,1.0,417.0,405.0,90.0,751.0,227.0,288.0,6.0,4.0,1.0,2024-2025,Serie-A,66.9,60.1,48.3,108.5,694.0,1730.0,1.76,1.27,3.03,1.58,2.85,1440.0,604.0,419.0,59.0
Juventus,29,24.6,57.2,38,418,3420,38.0,56,40,96,50,6,6,67,3.0,1.47,1.05,2.53,1.32,2.37,1.0,480.0,378.0,52.0,630.0,215.0,353.0,3.0,5.0,0.0,2024-2025,Serie-A,51.0,46.3,35.9,82.2,810.0,1561.0,1.34,0.94,2.29,1.22,2.16,1516.0,458.0,461.0,49.8
Lazio,27,27.1,55.1,38,418,3420,38.0,60,43,103,54,6,7,93,7.0,1.58,1.13,2.71,1.42,2.55,3.0,425.0,484.0,46.0,864.0,295.0,319.0,4.0,4.0,2.0,2024-2025,Serie-A,57.2,52.0,38.5,90.4,774.0,1588.0,1.51,1.01,2.52,1.37,2.38,1439.0,473.0,491.0,49.1
Lecce,31,26.1,43.8,38,418,3420,38.0,27,21,48,24,3,4,61,7.0,0.71,0.55,1.26,0.63,1.18,1.0,466.0,427.0,52.0,628.0,285.0,372.0,2.0,10.0,3.0,2024-2025,Serie-A,34.6,31.8,24.5,56.3,519.0,1071.0,0.91,0.65,1.56,0.84,1.48,1484.0,676.0,651.0,50.9
Milan,35,25.6,53.9,38,418,3420,38.0,59,43,102,55,4,8,70,6.0,1.55,1.13,2.68,1.45,2.58,1.0,415.0,428.0,60.0,634.0,234.0,349.0,7.0,2.0,3.0,2024-2025,Serie-A,63.7,57.5,46.8,104.4,915.0,1589.0,1.68,1.23,2.91,1.51,2.75,1397.0,434.0,391.0,52.6
Monza,36,26.8,48.5,38,418,3420,38.0,27,18,45,24,3,3,90,3.0,0.71,0.47,1.18,0.63,1.11,2.0,512.0,529.0,54.0,656.0,305.0,315.0,0.0,4.0,3.0,2024-2025,Serie-A,29.9,27.7,20.9,48.6,533.0,1096.0,0.79,0.55,1.34,0.73,1.28,1299.0,567.0,605.0,48.4
Napoli,27,28.6,54.6,38,418,3420,38.0,56,42,98,52,4,5,47,0.0,1.47,1.11,2.58,1.37,2.47,0.0,415.0,445.0,55.0,681.0,270.0,323.0,4.0,4.0,2.0,2024-2025,Serie-A,52.9,49.1,39.1,88.2,739.0,1546.0,1.39,1.03,2.42,1.29,2.32,1435.0,530.0,460.0,53.5
Parma,32,23.8,44.2,38,418,3420,38.0,43,31,74,37,6,7,78,6.0,1.13,0.82,1.95,0.97,1.79,3.0,405.0,458.0,31.0,427.0,279.0,293.0,5.0,5.0,2.0,2024-2025,Serie-A,43.1,37.6,29.3,66.9,578.0,1059.0,1.13,0.77,1.9,0.99,1.76,1365.0,499.0,502.0,49.9
Roma,28,26.5,53.9,38,418,3420,38.0,55,35,90,47,8,8,66,1.0,1.45,0.92,2.37,1.24,2.16,1.0,405.0,484.0,59.0,636.0,282.0,328.0,6.0,4.0,1.0,2024-2025,Serie-A,53.0,46.7,35.0,81.7,691.0,1501.0,1.39,0.92,2.32,1.23,2.15,1437.0,441.0,476.0,48.1
Torino,31,26.7,47.5,38,418,3420,38.0,36,21,57,34,2,4,80,3.0,0.95,0.55,1.5,0.89,1.45,1.0,483.0,386.0,57.0,675.0,278.0,261.0,2.0,7.0,2.0,2024-2025,Serie-A,34.6,31.6,22.5,54.0,529.0,1113.0,0.91,0.59,1.5,0.83,1.42,1296.0,538.0,564.0,48.8
Udinese,31,26.4,47.2,38,418,3420,38.0,41,28,69,39,2,4,88,5.0,1.08,0.74,1.82,1.03,1.76,3.0,543.0,379.0,50.0,679.0,302.0,346.0,2.0,8.0,5.0,2024-2025,Serie-A,38.2,35.0,27.2,62.1,566.0,1160.0,1.01,0.71,1.72,0.92,1.64,1426.0,550.0,493.0,52.7
Venezia,36,25.4,45.1,38,418,3420,38.0,31,16,47,27,4,5,75,2.0,0.82,0.42,1.24,0.71,1.13,2.0,503.0,451.0,58.0,529.0,279.0,361.0,4.0,11.0,3.0,2024-2025,Serie-A,35.8,32.0,22.2,54.2,507.0,1066.0,0.94,0.58,1.53,0.84,1.43,1450.0,490.0,626.0,43.9
Ascoli,27,26.5,,38,411,3420,38.0,40,24,64,37,3,3,86,8.0,1.05,0.63,1.68,0.97,1.61,,764.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Cagliari,24,26.6,,38,420,3420,38.0,41,26,67,36,5,6,105,10.0,1.08,0.68,1.76,0.95,1.63,,766.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Chievo,22,28.4,,38,418,3420,38.0,53,38,91,45,8,9,82,8.0,1.39,1.0,2.39,1.18,2.18,,804.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Empoli,24,27.3,,38,435,3420,38.0,45,31,76,41,4,5,61,5.0,1.18,0.82,2.0,1.08,1.89,,743.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Fiorentina,22,26.5,,38,414,3420,38.0,66,44,110,64,2,6,70,1.0,1.74,1.16,2.89,1.68,2.84,,818.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Inter,30,28.3,,38,413,3420,38.0,67,42,109,62,5,5,74,4.0,1.76,1.11,2.87,1.63,2.74,,643.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Juventus,22,28.9,,38,416,3420,38.0,69,53,122,66,3,4,66,3.0,1.82,1.39,3.21,1.74,3.13,,847.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Lazio,28,28.5,,38,428,3420,38.0,57,38,95,51,6,6,74,4.0,1.5,1.0,2.5,1.34,2.34,,718.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Lecce,33,24.8,,38,417,3420,38.0,30,25,55,23,7,8,103,10.0,0.79,0.66,1.45,0.61,1.26,,806.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Livorno,23,28.5,,38,417,3420,38.0,35,22,57,30,5,6,66,5.0,0.92,0.58,1.5,0.79,1.37,,760.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Messina,31,26.9,,38,407,3420,38.0,33,21,54,28,5,6,99,7.0,0.87,0.55,1.42,0.74,1.29,,834.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Milan,23,29.6,,38,418,3420,38.0,84,55,139,74,10,10,55,3.0,2.21,1.45,3.66,1.95,3.39,,655.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Palermo,28,26.1,,38,418,3420,38.0,50,34,84,49,1,1,86,5.0,1.32,0.89,2.21,1.29,2.18,,673.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Parma,31,26.8,,38,414,3420,38.0,46,34,80,42,4,5,96,3.0,1.21,0.89,2.11,1.11,2.0,,915.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Reggina,30,27.4,,38,417,3420,38.0,38,27,65,35,3,3,91,9.0,1.0,0.71,1.71,0.92,1.63,,770.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Roma,25,26.2,,38,418,3420,38.0,69,46,115,59,10,11,81,7.0,1.82,1.21,3.03,1.55,2.76,,710.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Sampdoria,29,28.9,,38,420,3420,38.0,47,27,74,43,4,5,93,5.0,1.24,0.71,1.95,1.13,1.84,,712.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Siena,26,28.3,,38,415,3420,38.0,40,30,70,36,4,7,97,6.0,1.05,0.79,1.84,0.95,1.74,,789.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Treviso,34,26.7,,38,415,3420,38.0,24,15,39,23,1,0,90,5.0,0.63,0.39,1.03,0.61,1.0,,753.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
Udinese,30,25.9,,38,406,3420,38.0,38,18,56,31,7,7,90,12.0,1.0,0.47,1.47,0.82,1.29,,750.0,,,,,,,,,2005-2006,Serie-A,,,,,,,,,,,,,,,
