team,players_used,avg_age,possession,games_played,goals,assists,pens_made,pens_attempted,cards_yellow,cards_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,progressive_carries,progressive_passes,ball_recoveries,aerials_won,aerials_lost
Zaragoza,33,26.9,,38,37,23,8,8,135,11.0,612.0,,,,,,,,,2012-2013,La-Liga,,,,,,,,
Almería,27,26.1,46.4,38,33,22,5,6,124,0.0,556.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Athletic Club,26,26.8,53.2,38,41,26,5,5,103,0.0,525.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Atlético Madrid,25,27.5,48.6,38,65,48,5,6,118,0.0,543.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Barcelona,24,27.7,65.7,38,107,79,6,7,69,0.0,369.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Celta Vigo,23,26.3,55.9,38,47,33,4,6,120,0.0,581.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Córdoba,33,25.7,45.9,38,21,12,2,3,106,0.0,492.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Eibar,23,27.6,43.8,38,33,25,2,2,110,0.0,565.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Elche,24,26.3,47.9,38,35,25,4,7,113,0.0,585.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Espanyol,27,26.9,46.0,38,47,29,4,4,125,0.0,610.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Getafe,27,26.9,46.9,38,32,25,1,2,98,0.0,540.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Granada,34,26.6,47.4,38,29,17,6,6,115,0.0,573.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
La Coruña,27,26.9,48.4,38,33,17,4,7,111,0.0,559.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Levante,29,28.0,44.5,38,34,22,3,4,107,0.0,570.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Málaga,23,26.6,49.5,38,40,27,4,7,112,0.0,569.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Rayo Vallecano,28,27.2,54.8,38,46,33,2,3,113,0.0,552.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Real Madrid,24,26.4,56.2,38,116,91,11,13,87,0.0,406.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Real Sociedad,25,26.5,49.8,38,41,35,3,3,89,0.0,509.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Sevilla,26,26.2,50.3,38,68,45,8,10,118,0.0,604.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Valencia,24,24.8,50.0,38,66,48,5,7,112,0.0,566.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Villarreal,28,25.0,48.6,38,48,34,2,2,96,0.0,526.0,,,,,,,,,2014-2015,La-Liga,,,,,,,,
Arsenal,29,26.1,56.6,38,69,47,6,7,69,0.0,377.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Aston Villa,27,26.3,49.0,38,31,23,1,1,76,0.0,398.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Burnley,24,27.2,42.5,38,27,22,1,2,66,0.0,406.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Chelsea,25,27.0,55.9,38,72,59,4,5,75,0.0,382.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Crystal Palace,30,27.8,40.4,38,46,27,5,7,70,0.0,527.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Everton,28,27.9,54.7,38,47,31,4,7,71,0.0,387.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Hull City,29,27.4,44.2,38,32,22,1,1,75,0.0,451.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Leicester City,28,27.9,43.5,38,45,29,3,3,49,0.0,485.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Liverpool,25,25.2,55.8,38,48,30,5,6,70,0.0,386.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Manchester City,24,28.6,59.8,38,82,61,7,8,82,0.0,445.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Manchester Utd,33,26.0,61.2,38,60,41,3,5,68,0.0,452.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Newcastle Utd,27,25.9,47.7,38,40,30,1,1,78,0.0,433.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
QPR,32,28.2,45.2,38,39,29,3,5,79,0.0,450.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Southampton,29,26.0,53.1,38,49,32,2,3,59,0.0,468.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Stoke City,25,27.4,50.4,38,47,30,3,3,84,0.0,477.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Sunderland,25,27.8,45.2,38,30,20,4,4,96,0.0,440.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Swansea City,28,26.6,50.1,38,43,34,2,2,54,0.0,397.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Tottenham,27,24.4,57.0,38,56,40,3,5,81,0.0,442.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
West Brom,26,28.0,43.7,38,37,29,4,5,64,0.0,420.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
West Ham,28,26.8,45.6,38,43,34,1,2,66,0.0,416.0,,,,,,,,,2014-2015,Premier-League,,,,,,,,
Arles-Avignon,34,27.5,,38,21,17,1,1,71,8.0,653.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Auxerre,25,26.8,,38,44,28,2,2,73,0.0,560.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Bordeaux,31,26.4,,38,41,27,5,7,78,3.0,586.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Brest,25,26.9,,38,36,24,5,7,50,0.0,622.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Caen,26,25.6,,38,46,32,1,1,84,4.0,694.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Lens,31,27.0,,38,32,22,1,2,54,3.0,592.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Lille,22,25.7,,38,66,45,2,4,54,1.0,512.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Lorient,27,25.6,,38,46,31,4,4,53,6.0,444.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Lyon,26,25.5,,38,58,40,2,4,61,8.0,594.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Marseille,24,26.7,,38,60,41,2,3,61,4.0,624.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Monaco,34,25.5,,38,34,18,4,5,78,4.0,629.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Montpellier,25,25.8,,38,32,23,3,4,83,8.0,703.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Nancy,26,26.9,,38,41,27,2,4,69,7.0,635.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Nice,32,25.7,,38,31,24,2,4,80,4.0,515.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Paris S-G,25,28.1,,38,51,35,3,3,60,4.0,530.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Rennes,27,24.9,,38,37,24,5,6,58,5.0,606.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Saint-Étienne,26,26.3,,38,44,21,4,5,65,2.0,599.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Sochaux,25,24.8,,38,58,44,3,3,49,4.0,528.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Toulouse,26,24.1,,38,36,23,4,5,62,2.0,739.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Valenciennes,26,26.9,,38,45,35,1,2,68,2.0,600.0,,,,,,,,,2010-2011,Ligue-1,,,,,,,,
Atalanta,30,27.2,57.2,38,96,68,7,10,80,2.0,534.0,518.0,50.0,767.0,418.0,351.0,9.0,6.0,3.0,2019-2020,Serie-A,83.5,75.6,58.9,978.0,1867.0,2145.0,624.0,500.0
Bologna,31,27.2,52.6,38,48,31,5,6,109,7.0,595.0,567.0,85.0,733.0,412.0,338.0,6.0,8.0,1.0,2019-2020,Serie-A,56.9,52.2,41.3,799.0,1672.0,1903.0,644.0,666.0
Brescia,32,25.6,40.6,38,34,22,4,4,95,6.0,504.0,583.0,68.0,641.0,361.0,273.0,3.0,11.0,3.0,2019-2020,Serie-A,43.4,40.2,28.8,537.0,1241.0,1768.0,498.0,602.0
Cagliari,33,27.4,45.7,38,50,34,4,6,108,6.0,534.0,449.0,56.0,762.0,337.0,338.0,3.0,9.0,3.0,2019-2020,Serie-A,41.8,37.1,32.0,662.0,1288.0,1836.0,516.0,691.0
Fiorentina,33,25.1,47.4,38,48,30,9,11,105,5.0,546.0,500.0,50.0,726.0,347.0,333.0,8.0,11.0,0.0,2019-2020,Serie-A,53.6,45.4,34.5,857.0,1446.0,1926.0,458.0,491.0
Genoa,34,26.8,49.5,38,46,28,11,16,107,10.0,571.0,514.0,57.0,723.0,385.0,335.0,12.0,9.0,2.0,2019-2020,Serie-A,48.7,36.2,27.6,583.0,1280.0,1828.0,600.0,583.0
Hellas Verona,30,26.1,49.8,38,45,27,8,9,87,7.0,555.0,490.0,91.0,750.0,398.0,290.0,7.0,9.0,1.0,2019-2020,Serie-A,50.5,43.6,34.5,728.0,1575.0,2146.0,718.0,783.0
Inter,29,27.7,54.2,38,80,57,10,11,104,6.0,563.0,450.0,96.0,790.0,370.0,287.0,10.0,4.0,1.0,2019-2020,Serie-A,69.4,60.8,44.0,797.0,1820.0,1862.0,515.0,470.0
Juventus,30,28.6,58.1,38,73,47,13,14,87,3.0,508.0,486.0,73.0,698.0,370.0,318.0,10.0,12.0,0.0,2019-2020,Serie-A,71.1,60.1,45.5,879.0,1746.0,1811.0,432.0,338.0
Lazio,27,27.9,50.4,38,77,45,15,18,99,2.0,462.0,399.0,71.0,741.0,378.0,311.0,12.0,9.0,1.0,2019-2020,Serie-A,68.0,53.9,42.5,935.0,1668.0,1921.0,450.0,515.0
Lecce,30,28.7,44.8,38,52,30,11,15,98,5.0,469.0,490.0,67.0,711.0,383.0,293.0,10.0,13.0,3.0,2019-2020,Serie-A,54.7,43.5,32.6,752.0,1356.0,1804.0,487.0,495.0
Milan,32,24.6,54.9,38,60,38,8,9,97,6.0,545.0,460.0,63.0,713.0,419.0,345.0,4.0,10.0,1.0,2019-2020,Serie-A,62.8,56.0,46.0,816.0,1717.0,1928.0,538.0,507.0
Napoli,25,26.9,59.2,38,60,45,5,5,73,2.0,421.0,523.0,54.0,813.0,330.0,295.0,2.0,8.0,1.0,2019-2020,Serie-A,61.7,57.8,46.8,979.0,2024.0,1958.0,384.0,374.0
Parma,25,28.8,43.8,38,53,38,4,6,81,1.0,519.0,467.0,60.0,597.0,394.0,348.0,4.0,11.0,0.0,2019-2020,Serie-A,48.4,43.7,33.9,673.0,1227.0,1871.0,540.0,463.0
Roma,31,26.9,52.7,38,73,47,12,14,111,7.0,541.0,435.0,45.0,781.0,400.0,303.0,7.0,10.0,0.0,2019-2020,Serie-A,73.2,62.8,48.6,944.0,1651.0,1852.0,530.0,415.0
Sampdoria,31,26.0,42.7,38,48,25,9,12,111,7.0,563.0,459.0,63.0,814.0,396.0,354.0,10.0,9.0,4.0,2019-2020,Serie-A,50.2,40.8,30.8,613.0,1369.0,1928.0,588.0,625.0
Sassuolo,31,26.4,57.5,38,69,49,5,6,99,3.0,498.0,560.0,64.0,562.0,348.0,332.0,4.0,9.0,4.0,2019-2020,Serie-A,52.9,48.2,39.2,902.0,1590.0,1812.0,341.0,385.0
SPAL,34,27.5,46.9,38,27,17,5,7,98,4.0,541.0,525.0,53.0,693.0,394.0,327.0,6.0,8.0,3.0,2019-2020,Serie-A,40.7,35.2,26.5,696.0,1236.0,1718.0,552.0,520.0
Torino,27,27.3,47.4,38,44,29,7,8,96,7.0,606.0,539.0,63.0,756.0,495.0,314.0,3.0,11.0,3.0,2019-2020,Serie-A,44.8,39.4,30.3,843.0,1220.0,2048.0,699.0,640.0
Udinese,25,26.5,44.7,38,37,26,0,0,77,3.0,506.0,414.0,65.0,730.0,375.0,340.0,0.0,10.0,0.0,2019-2020,Serie-A,41.6,41.6,33.5,709.0,1274.0,1888.0,483.0,534.0
Augsburg,29,26.8,,34,36,28,4,5,66,2.0,545.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Bayern Munich,21,25.4,,34,75,49,9,11,44,3.0,459.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Dortmund,23,24.4,,34,80,58,1,1,35,2.0,454.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Freiburg,31,24.9,,34,44,31,3,4,56,1.0,550.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Gladbach,25,25.6,,34,49,35,3,3,51,1.0,413.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Hamburger SV,26,25.2,,34,35,15,3,3,64,2.0,574.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Hannover 96,23,26.5,,34,38,25,5,5,66,3.0,539.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Hertha BSC,25,26.0,,34,37,25,1,2,74,8.0,488.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Hoffenheim,27,24.2,,34,38,22,8,9,72,3.0,625.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Kaiserslautern,32,25.4,,34,21,15,1,1,71,4.0,579.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Köln,26,26.3,,34,39,29,3,3,69,6.0,491.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Leverkusen,26,24.4,,34,51,34,1,2,48,4.0,478.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Mainz 05,27,27.1,,34,46,31,5,5,51,2.0,567.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Nürnberg,27,25.4,,34,38,27,3,3,74,2.0,562.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Schalke 04,28,24.5,,34,74,50,6,7,65,2.0,540.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Stuttgart,26,26.2,,34,63,42,5,5,67,4.0,530.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Werder Bremen,31,25.2,,34,49,37,3,3,67,5.0,532.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Wolfsburg,36,26.5,,34,44,36,2,2,67,4.0,654.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,
Bayern Munich,24,26.5,,34,77,54,3,6,43,2.0,415.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Dortmund,23,23.4,,34,63,42,0,3,41,1.0,495.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Eint Frankfurt,27,26.2,,34,31,20,4,4,75,3.0,494.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Freiburg,27,25.5,,34,38,21,4,6,48,3.0,537.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Gladbach,28,25.8,,34,47,29,4,4,56,8.0,497.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Hamburger SV,25,28.0,,34,45,28,3,3,55,2.0,475.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Hannover 96,23,25.6,,34,48,30,3,3,60,5.0,559.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Hoffenheim,28,23.9,,34,48,27,5,5,63,4.0,625.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Kaiserslautern,25,25.2,,34,47,32,1,2,63,4.0,602.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Köln,30,26.3,,34,47,25,2,2,79,1.0,587.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Leverkusen,21,25.2,,34,62,39,6,6,57,1.0,494.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Mainz 05,26,26.1,,34,49,37,3,5,54,1.0,539.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Nürnberg,28,25.2,,34,45,28,2,4,69,3.0,530.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Schalke 04,31,25.3,,34,37,23,2,3,57,4.0,573.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
St. Pauli,28,26.7,,34,34,23,3,3,60,5.0,529.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Stuttgart,27,24.8,,34,60,35,6,8,64,4.0,513.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Werder Bremen,28,26.6,,34,43,29,7,11,71,4.0,545.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Wolfsburg,28,26.4,,34,43,28,0,4,73,2.0,579.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,
Ajaccio,28,28.5,,38,37,22,4,5,73,7.0,582.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Bastia,29,27.8,,38,49,32,5,7,83,7.0,540.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Bordeaux,26,27.0,,38,39,29,2,4,66,3.0,488.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Brest,33,26.3,,38,31,19,5,5,70,4.0,590.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Evian,30,27.6,,38,44,32,3,3,75,3.0,557.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Lille,25,26.9,,38,56,42,2,3,59,3.0,532.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Lorient,30,26.5,,38,56,38,4,5,52,7.0,429.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Lyon,31,26.0,,38,59,33,9,11,65,6.0,578.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Marseille,25,26.4,,38,41,30,1,3,53,7.0,507.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Montpellier,28,26.6,,38,52,34,3,4,67,6.0,601.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Nancy,29,25.5,,38,38,27,1,2,65,5.0,540.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Nice,32,24.9,,38,57,34,6,8,65,5.0,579.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Paris S-G,31,26.8,,38,65,48,4,4,74,9.0,466.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Reims,26,26.1,,38,30,18,3,6,66,6.0,525.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Rennes,31,24.8,,38,48,33,2,2,46,10.0,486.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Saint-Étienne,25,25.9,,38,57,44,2,3,59,4.0,505.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Sochaux,27,24.8,,38,39,29,2,3,63,3.0,521.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Toulouse,24,24.1,,38,47,35,1,2,64,7.0,646.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Troyes,26,26.7,,38,43,28,2,3,55,5.0,508.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Valenciennes,26,26.7,,38,45,32,3,4,58,3.0,569.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,
Athletic Club,22,24.4,,38,49,33,1,2,116,8.0,551.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Atlético Madrid,24,25.1,,38,51,32,5,6,132,4.0,675.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Barcelona,29,26.6,,38,112,69,10,11,81,4.0,400.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Betis,31,27.4,,38,47,25,3,3,107,7.0,536.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Espanyol,29,24.2,,38,45,32,1,1,135,6.0,588.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Getafe,29,27.6,,38,38,20,3,3,134,8.0,583.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Granada,25,26.5,,38,35,18,4,4,116,10.0,439.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Levante,27,30.4,,38,54,30,8,8,125,4.0,484.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Málaga,26,27.3,,38,51,26,1,2,77,7.0,426.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Mallorca,28,26.4,,38,38,25,5,5,122,6.0,673.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Osasuna,28,27.8,,38,43,30,1,2,110,8.0,576.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Racing Sant,32,25.6,,38,27,21,4,4,121,8.0,600.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Rayo Vallecano,32,26.8,,38,51,26,5,6,129,3.0,612.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Real Madrid,25,26.1,,38,120,85,12,13,97,5.0,521.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Real Sociedad,24,25.0,,38,45,27,0,1,85,8.0,463.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Sevilla,28,26.9,,38,47,32,1,4,116,8.0,494.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Sporting Gijón,30,26.4,,38,41,21,3,3,125,5.0,640.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Valencia,26,25.9,,38,55,34,3,4,129,7.0,639.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Villarreal,28,26.6,,38,38,22,6,10,103,5.0,535.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Zaragoza,28,27.1,,38,35,20,4,6,126,9.0,658.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,
Angers,29,27.2,42.5,38,40,25,4,5,71,0.0,584.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Bastia,26,28.7,43.4,38,34,20,2,2,85,0.0,525.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Bordeaux,35,24.9,50.8,38,48,33,1,2,86,0.0,492.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Caen,24,28.2,40.2,38,38,22,5,6,58,0.0,455.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Gazélec Ajaccio,23,28.4,47.0,38,36,26,3,3,98,0.0,575.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Guingamp,28,28.4,42.8,38,46,36,2,3,81,0.0,505.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Lille,32,27.1,51.1,38,38,28,3,3,86,0.0,572.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Lorient,31,25.4,49.0,38,46,30,7,7,66,0.0,478.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Lyon,30,25.5,61.3,38,66,44,3,3,69,0.0,521.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Marseille,28,25.0,56.6,38,48,35,2,4,74,0.0,521.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Monaco,31,26.1,48.1,38,54,36,6,8,86,0.0,547.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Montpellier,30,27.1,49.8,38,46,34,2,2,62,0.0,470.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Nantes,29,25.8,49.2,38,30,25,0,0,81,0.0,606.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Nice,33,24.2,57.9,38,55,43,5,5,68,0.0,461.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Paris S-G,28,27.0,66.5,38,101,72,6,8,47,0.0,392.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Reims,31,26.9,47.6,38,43,30,2,3,88,0.0,514.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Rennes,31,26.2,50.4,38,48,32,3,7,74,,498.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Saint-Étienne,31,27.2,51.5,38,39,27,3,4,76,,592.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Toulouse,25,23.8,46.6,38,43,28,4,6,80,,537.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Troyes,33,26.5,48.2,38,27,18,3,3,76,0.0,418.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,
Alavés,25,25.4,44.4,38,41,27,4,4,120,5.0,548.0,485.0,92.0,643.0,565.0,558.0,4.0,6.0,2.0,2016-2017,La-Liga,,,,,,,,
Athletic Club,25,26.8,51.1,38,53,31,8,8,89,2.0,528.0,529.0,76.0,912.0,593.0,581.0,6.0,3.0,0.0,2016-2017,La-Liga,,,,,,,,
Atlético Madrid,22,26.9,48.4,38,70,54,2,7,85,3.0,510.0,474.0,117.0,660.0,645.0,600.0,7.0,4.0,0.0,2016-2017,La-Liga,,,,,,,,
Barcelona,25,26.9,66.1,38,113,71,8,9,75,1.0,427.0,577.0,118.0,551.0,445.0,463.0,8.0,0.0,2.0,2016-2017,La-Liga,,,,,,,,
Betis,27,26.1,47.9,38,41,27,2,2,106,5.0,583.0,576.0,87.0,645.0,593.0,560.0,2.0,5.0,0.0,2016-2017,La-Liga,,,,,,,,
Celta Vigo,27,26.1,53.2,38,52,33,7,7,111,8.0,516.0,516.0,101.0,481.0,627.0,550.0,6.0,10.0,2.0,2016-2017,La-Liga,,,,,,,,
Eibar,24,26.9,47.8,38,53,34,6,8,96,7.0,522.0,385.0,92.0,920.0,676.0,526.0,6.0,6.0,1.0,2016-2017,La-Liga,,,,,,,,
Espanyol,27,27.2,44.0,38,48,36,2,4,82,2.0,572.0,497.0,62.0,674.0,607.0,583.0,3.0,2.0,1.0,2016-2017,La-Liga,,,,,,,,
Granada,35,24.7,45.1,38,30,19,0,1,116,6.0,559.0,442.0,62.0,623.0,620.0,477.0,1.0,4.0,1.0,2016-2017,La-Liga,,,,,,,,
La Coruña,28,27.7,47.0,38,42,29,3,7,97,4.0,546.0,523.0,69.0,879.0,563.0,531.0,7.0,3.0,2.0,2016-2017,La-Liga,,,,,,,,
Las Palmas,29,27.3,59.0,38,52,34,6,6,106,6.0,471.0,632.0,88.0,462.0,523.0,440.0,6.0,11.0,1.0,2016-2017,La-Liga,,,,,,,,
Leganés,31,26.3,44.7,38,36,24,3,4,107,3.0,648.0,475.0,90.0,663.0,671.0,546.0,4.0,7.0,0.0,2016-2017,La-Liga,,,,,,,,
Málaga,29,26.0,48.4,38,48,33,3,5,116,7.0,560.0,528.0,87.0,792.0,663.0,562.0,5.0,9.0,0.0,2016-2017,La-Liga,,,,,,,,
Osasuna,35,26.3,39.0,38,37,24,4,6,100,3.0,574.0,415.0,76.0,648.0,677.0,545.0,5.0,10.0,3.0,2016-2017,La-Liga,,,,,,,,
Real Madrid,24,27.0,56.2,38,106,83,6,8,76,2.0,434.0,544.0,137.0,857.0,517.0,572.0,5.0,4.0,1.0,2016-2017,La-Liga,,,,,,,,
Real Sociedad,27,26.0,56.7,38,56,39,7,8,89,6.0,536.0,589.0,84.0,829.0,603.0,456.0,7.0,7.0,2.0,2016-2017,La-Liga,,,,,,,,
Sevilla,28,26.8,59.2,38,67,48,3,5,109,4.0,589.0,524.0,126.0,661.0,522.0,521.0,5.0,5.0,1.0,2016-2017,La-Liga,,,,,,,,
Sporting Gijón,29,26.4,44.4,38,42,26,4,7,116,4.0,574.0,498.0,78.0,676.0,552.0,517.0,7.0,9.0,2.0,2016-2017,La-Liga,,,,,,,,
Valencia,31,25.9,48.8,38,53,38,4,6,114,6.0,556.0,569.0,90.0,668.0,628.0,621.0,5.0,13.0,2.0,2016-2017,La-Liga,,,,,,,,
